,Start Time,Start Location,End Time,End Location,Registration,Start Geofence,End Geofence,Trip Distance
0,2023-12-10 16:15:39,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-12-10 17:03:15,"Goba, Kinondoni, Dar es Salaam, Tanzania",T452EBA,Out of Route,Out of Route,7.2
1,2023-11-28 09:35:54,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-28 09:54:08,"Lumumba, Sabasaba, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,3.0
2,2023-12-11 20:26:20,"Msasani, Kinondoni, Dar es Salaam, Tanzania",2023-12-11 21:23:53,"Kawe, Kinondoni, Dar es Salaam, Tanzania",T980DMT,Out of Route,Out of Route,0.0
3,2024-01-04 09:24:11,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2024-01-04 09:31:29,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,0.0
4,2024-01-29 22:55:47,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2024-01-29 22:56:43,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Out of Route,Out of Route,2.6
5,2023-10-28 15:43:36,"Shaabani Robert Street, Kivukoni, Ilala, Dar es Salaam, Tanzania",2023-10-28 16:18:35,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Out of Route,Out of Route,444.4
6,2023-11-29 09:50:01,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",2023-11-29 09:53:47,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,Out of Route,Out of Route,9.8
7,2023-10-13 17:24:55,"Ugweno Street, Tandika, Temeke, Dar es Salaam, Tanzania",2023-10-13 18:37:19,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Out of Route,3.5
8,2023-12-14 16:30:53,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-14 16:45:45,"Ufukoni Road, Kivukoni, Ilala, Dar es Salaam, Tanzania",T248EBJ,Out of Route,Out of Route,3.2
9,2023-11-25 07:58:10,"Makangarawe, Temeke, Dar es Salaam, Tanzania",2023-11-25 08:17:15,"Charambe, Temeke, Dar es Salaam, Tanzania",T258DXJ,D&J,Shomi,9.9
10,2023-12-04 16:33:15,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-04 16:42:21,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T452EBA,Sanku : Dodoma,Out of Route,8.3
11,2023-12-18 16:52:56,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-12-18 17:01:16,"Segerea, Ilala, Dar es Salaam, Tanzania",T258DXJ,Out of Route,Out of Route,0.0
12,2023-10-06 12:40:01,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-06 13:10:44,"Mlali, Mvomero, Morogoro, Tanzania",T852DZQ,Out of Route,Out of Route,0.0
13,2023-10-21 18:12:08,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",2023-10-21 18:22:06,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",T853DZQ,Out of Route,Out of Route,1.8
14,2024-01-30 14:37:29,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",2024-01-30 14:41:02,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Out of Route,Sanku : Morogoro,0.0
15,2023-10-05 15:00:30,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-10-05 15:27:49,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Sanku : Dodoma,Genevieve,2.6
16,2023-11-20 09:44:21,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",2023-11-20 09:51:52,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.2
17,2024-01-09 16:07:55,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2024-01-09 17:08:50,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,Morieno,Out of Route,8.9
18,2024-01-16 14:35:53,"Manzese, Kinondoni, Dar es Salaam, Tanzania",2024-01-16 15:11:46,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,Out of Route,Out of Route,0.5
19,2023-10-24 14:08:22,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-24 14:14:48,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",T853DZQ,Kipipa Millers,Kipipa Millers,0.0
20,2023-10-03 09:57:40,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2023-10-03 09:59:54,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Out of Route,Sanku : Morogoro,3.9
21,2024-01-17 18:52:33,"Kilwa Road, Mbagala Kuu, Temeke, Dar es Salaam, Tanzania",2024-01-17 19:44:44,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Out of Route,3.4
22,2023-12-08 18:58:17,"Mwananyamala, Kinondoni, Dar es Salaam, Tanzania",2023-12-08 19:17:37,"Somanga Street, Magomeni, Kinondoni, Dar es Salaam, Tanzania",T452EBA,Out of Route,Out of Route,6.1
23,2024-01-09 11:23:47,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2024-01-09 12:07:32,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Out of Route,KB Nunge,0.1
24,2023-12-30 17:59:21,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-30 18:00:05,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Mbuji,Mbuji,0.0
25,2023-12-20 19:44:30,"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",2023-12-20 19:54:16,"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",T248EBJ,Out of Route,Out of Route,13.4
26,2023-10-11 12:45:28,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",2023-10-11 13:26:30,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Out of Route,Sanku : Mikocheni,4.7
27,2024-01-12 14:51:34,"Kichangani, Morogoro Urban, Morogoro, Tanzania",2024-01-12 15:13:08,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,0.0
28,2023-10-26 08:31:59,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2023-10-26 08:53:54,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T862DQM,Out of Route,Out of Route,7.6
29,2023-10-24 10:19:25,"Livingstone Street, Gerezani, Ilala, Dar es Salaam, Tanzania",2023-10-24 10:30:15,"Shaurimoyo, Mchikichini, Ilala, Dar es Salaam, Tanzania",DFP8546,Out of Route,Sanku : Mikocheni,4.0
30,2024-01-25 18:59:43,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2024-01-25 19:00:25,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Sanku : Dodoma,Sanku : Dodoma,0.0
31,2023-10-05 10:40:37,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-05 10:48:52,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Sanku : Dodoma,Out of Route,12.5
32,2023-11-27 16:49:36,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-27 17:16:32,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,SFAKS ENTERPRISES,Halelwa,3.9
33,2023-12-06 14:14:40,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",2023-12-06 14:20:37,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,5.2
34,2023-11-27 19:51:07,"Old Bagamoyo Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",2023-11-27 20:30:23,"Old Bagamoyo Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,Out of Route,Tamiwai Investment co.,3.6
35,p,,,,T934DMX,Out of Route,Out of Route,0.0
36,2023-11-28 15:02:00,"Madaraka, Mji mkuu, Morogoro Urban, Morogoro, Tanzania",2023-11-28 15:06:17,"Sultan Area, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,6.4
37,2024-01-23 07:56:14,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",2024-01-23 08:08:30,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T141DKS,Out of Route,Out of Route,5.5
38,2023-11-21 13:23:24,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-21 13:49:31,"Manzese, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Out of Route,Out of Route,6.5
39,2023-11-21 11:15:50,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",2023-11-21 11:31:02,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Out of Route,Sanku : Mikocheni,10.4
40,2023-11-25 16:23:25,"Manzese, Kinondoni, Dar es Salaam, Tanzania",2023-11-25 17:24:02,"Kinyerezi, Ilala, Dar es Salaam, Tanzania",T934DMX,Out of Route,Out of Route,17.6
41,2023-12-07 12:19:18,"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",2023-12-07 13:04:40,"Goba, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Out of Route,12.8
42,2023-10-13 20:20:43,"Madaraka, Mji mkuu, Morogoro Urban, Morogoro, Tanzania",2023-10-13 20:30:23,"Kichangani, Morogoro Urban, Morogoro, Tanzania",T853DZQ,Sanku : Mwanza,Sanku : Mwanza,0.0
43,2024-01-16 14:05:24,"Muhonda Street, Mchikichini, Ilala, Dar es Salaam, Tanzania",2024-01-16 14:44:10,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Out of Route,0.0
44,2023-10-16 08:34:16,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-10-16 08:52:32,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Out of Route,Out of Route,0.8
45,2024-01-22 14:35:24,"B129, Kihonda, Morogoro Urban, Morogoro, Tanzania",2024-01-22 14:57:28,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Out of Route,Sanku : Morogoro,3.6
46,2023-12-08 08:57:12,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",2023-12-08 09:05:11,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T850DZQ,Out of Route,Out of Route,14.4
47,2023-12-01 15:10:13,"Yombo Vituka, Temeke, Dar es Salaam, Tanzania",2023-12-01 15:43:14,"Kitunda, Ilala, Dar es Salaam, Tanzania",T240EBJ,Kanaani,Sanku : Morogoro,2.4
48,2023-12-31 12:31:20,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-31 12:32:27,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T258DXJ,Out of Route,Out of Route,33.0
49,2024-01-25 15:58:55,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2024-01-25 16:25:37,"Manzese, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Sanku : Morogoro,Out of Route,2.4
50,2023-11-20 13:43:37,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2023-11-20 13:49:43,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",T863DQM,SN Milling,Out of Route,2.9
51,2024-01-26 12:13:30,"A7, Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2024-01-26 12:18:40,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,1.4
52,2023-12-13 11:45:00,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-13 11:48:54,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T248EBJ,Out of Route,Out of Route,5.4
53,2024-01-19 17:46:35,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2024-01-19 18:13:09,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,3.4
54,2023-12-11 11:22:36,"Mkunguni Street, Kariakoo, Ilala, Dar es Salaam, Tanzania",2023-12-11 11:48:32,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Sanku : Morogoro,Sanku : Morogoro,0.0
55,2023-12-31 12:40:07,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-31 13:54:45,"Kariakoo Street, Jangwani, Ilala, Dar es Salaam, Tanzania",T196DQG,Mbuji,Mbuji,12.1
56,2023-12-21 20:05:16,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2023-12-21 20:06:05,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.0
57,2023-11-08 14:55:40,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",2023-11-08 15:05:25,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Out of Route,1.3
58,2024-01-11 12:30:25,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2024-01-11 12:37:46,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Out of Route,Sanku : Morogoro,1.1
59,2024-01-06 12:00:49,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2024-01-06 12:11:47,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,0.8
60,2023-12-23 10:28:56,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-23 10:43:25,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",T980DMT,Out of Route,Moses Malimi,11.9
61,2023-11-28 13:10:39,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-28 13:24:54,"Old Bagamoyo Road, Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,Out of Route,Out of Route,3.3
62,2023-10-26 15:30:41,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",2023-10-26 15:38:45,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Out of Route,0.2
63,2023-10-03 16:32:42,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",2023-10-03 16:52:53,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Out of Route,0.0
64,2024-01-19 20:26:52,"Somanga Street, Magomeni, Kinondoni, Dar es Salaam, Tanzania",2024-01-19 20:39:53,"Lumumba Street, Mchafukoge, Ilala, Dar es Salaam, Tanzania",MC473DKX,Sanku : Mikocheni,Sanku : Mikocheni,0.0
65,2023-11-19 11:16:41,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-11-19 13:07:09,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Sanku : Mikocheni,Sanku : Mikocheni,0.0
66,2023-12-20 14:52:22,"B127, Diongoya, Mvomero, Morogoro, Tanzania",2023-12-20 14:55:43,"B127, Diongoya, Mvomero, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.0
67,2023-12-21 09:11:54,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-12-21 10:40:58,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",MC473DKX,Sanku : Mikocheni,Out of Route,3.2
68,2023-11-23 19:50:10,"Yombo Vituka, Temeke, Dar es Salaam, Tanzania",2023-11-23 20:36:49,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Sanku : Morogoro,Sanku : Morogoro,0.0
69,2023-11-15 13:27:52,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",2023-11-15 13:33:13,"Msasani, Kinondoni, Dar es Salaam, Tanzania",T934DMX,Out of Route,Out of Route,1.3
70,2023-12-21 08:31:31,"Dahomey Road, Kinondoni, Dar es Salaam, Tanzania",2023-12-21 08:47:49,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T980DMT,Out of Route,Out of Route,0.0
71,2023-11-25 14:56:31,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-11-25 15:09:38,"Shekitango Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",MC315DKY,Out of Route,Out of Route,5.8
72,2024-01-18 16:34:28,"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",2024-01-18 16:52:37,"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Out of Route,Mahanze,4.4
73,2023-10-27 18:17:05,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-10-27 18:17:34,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Out of Route,Out of Route,1.6
74,2023-11-14 11:27:58,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-14 11:28:45,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T257DXJ,Furaha,Out of Route,10.6
75,2024-01-12 18:52:03,"Mji mkuu, Morogoro Urban, Morogoro, Tanzania",2024-01-12 18:58:52,"Kichangani, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,0.9
76,2023-11-15 12:25:02,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-15 12:44:12,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,3.3
77,2023-11-20 06:21:29,"Kawe, Kinondoni, Dar es Salaam, Tanzania",2023-11-20 06:54:40,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",T934DMX,Raphael Group,Out of Route,0.0
78,2023-10-19 10:22:01,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-10-19 10:45:11,"Sinza, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Out of Route,Out of Route,0.0
79,2024-01-29 08:44:29,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2024-01-29 08:44:41,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,0.0
80,2024-01-22 14:32:24,"B129, Kihonda, Morogoro Urban, Morogoro, Tanzania",2024-01-22 14:32:45,"B129, Kihonda, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Sanku : Morogoro,Out of Route,1.0
81,2024-01-09 09:05:04,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2024-01-09 09:37:37,"Sabasaba, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,12.7
82,2023-12-19 16:25:58,"Mazimbu, Morogoro Urban, Morogoro, Tanzania",2023-12-19 16:34:14,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,3.3
83,2023-11-02 16:24:43,"Charambe, Temeke, Dar es Salaam, Tanzania",2023-11-02 16:27:25,"Charambe, Temeke, Dar es Salaam, Tanzania",T257DXJ,Out of Route,Out of Route,0.6
84,2024-01-12 12:21:05,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2024-01-12 12:30:54,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,2.3
85,2023-10-20 12:39:23,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-10-20 13:03:41,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Out of Route,Out of Route,0.3
86,2024-01-11 18:06:25,"Rashidi Kawawa Street, Mwananyamala, Kinondoni, Dar es Salaam, Tanz",2024-01-11 18:24:44,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",MC473DKX,Sanku : Mikocheni,Isanga,5.1
87,2023-12-08 22:10:54,"Nelson Mandela Road, Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-12-08 22:14:05,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",T452EBA,Out of Route,Out of Route,7.0
88,2023-10-25 12:25:39,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-10-25 14:17:01,"Kawe, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Sanku : Morogoro,3.7
89,2023-12-06 14:26:16,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-12-06 14:39:21,"Kingo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,5.3
90,2023-11-01 15:51:19,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-11-01 16:28:04,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Out of Route,Sanku : Dodoma,3.0
91,2023-11-17 10:12:57,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-17 10:13:29,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,1.1
92,2023-10-31 18:17:18,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",2023-10-31 18:55:23,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Sanku : Morogoro,Out of Route,1.1
93,2023-11-24 18:04:47,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-24 19:28:16,"Kinyerezi, Ilala, Dar es Salaam, Tanzania",T934DMX,Out of Route,Out of Route,0.2
94,2023-11-21 12:53:15,"Kihonda, Morogoro Urban, Morogoro, Tanzania",2023-11-21 12:59:22,"Kihonda, Morogoro Urban, Morogoro, Tanzania",T457EBA,Lake Food,Astrica Mill,1.6
95,2023-10-01 08:16:37,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-01 08:34:11,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T452EBA,Sanku : Dodoma,Sanku : Dodoma,0.0
96,2024-01-30 14:06:46,"Kawe, Kinondoni, Dar es Salaam, Tanzania",2024-01-30 14:17:35,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Out of Route,0.0
97,2023-10-25 08:40:47,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2023-10-25 09:02:49,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T862DQM,Out of Route,Moshono Millers Ltd,3.8
98,2024-01-25 12:01:07,"Kijito Nyama, Kinondoni, Dar es Salaam, Tanzania",2024-01-25 12:05:00,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Out of Route,4.3
