,Unnamed: 0,Start Location,End Time,End Location,Registration,Start Geofence,End Geofence,Trip Distance,Position Description
0,0,Makaburi,2023-12-10 17:03:15,"Goba, Kinondoni, Dar es Salaam, Tanzania",T452EBA,Out of Route,Out of Route,7.2,Kimweri
1,1,Mwembesongo,2023-11-28 09:54:08,"Lumumba, Sabasaba, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,3.0,Msasani
2,2,Msasani,2023-12-11 21:23:53,"Kawe, Kinondoni, Dar es Salaam, Tanzania",T980DMT,Out of Route,Out of Route,0.0,Msasani
3,3,Mwembesongo,2024-01-04 09:31:29,Mji mpya,T934DMX,Out of Route,Out of Route,0.0,Kimweri
4,4,Mwembesongo,2024-01-29 22:56:43,Mwembesongo,T852DZQ,Out of Route,Out of Route,2.6,Kimweri
5,5,Shaabani,2023-10-28 16:18:35,Mikocheni,DFP8546,Out of Route,Out of Route,444.4,Kimweri
6,6,Chole Road,2023-11-29 09:53:47,Chole Road,T261DXJ,Out of Route,Out of Route,9.8,Kimweri
7,7,Ugweno Street,2023-10-13 18:37:19,Mikocheni,T240EBJ,Out of Route,Out of Route,3.5,Msasani
8,8,Mikocheni,2023-12-14 16:45:45,"Ufukoni Road, Kivukoni, Ilala, Dar es Salaam, Tanzania",T248EBJ,Out of Route,Out of Route,3.2,Msasani
9,9,Makangarawe,2023-11-25 08:17:15,"Charambe, Temeke, Dar es Salaam, Tanzania",T258DXJ,D&J,Shomi,9.9,Msasani
10,10,Mikocheni,2023-12-04 16:42:21,Mikocheni,T452EBA,Sanku : Dodoma,Out of Route,8.3,Msasani
11,11,Makaburi,2023-12-18 17:01:16,"Segerea, Ilala, Dar es Salaam, Tanzania",T258DXJ,Out of Route,Out of Route,0.0,Msasani
12,12,Mwembesongo,2023-10-06 13:10:44,"Mlali, Mvomero, Morogoro, Tanzania",T852DZQ,Out of Route,Out of Route,0.0,Msasani
13,13,"A7, Kingolwira",2023-10-21 18:22:06,Kingolwira,T853DZQ,Out of Route,Out of Route,1.8,Msasani
14,14,"A7, Kingolwira",2024-01-30 14:41:02,"A7, Kingolwira",T852DZQ,Out of Route,Sanku : Morogoro,0.0,Msasani
15,15,Makaburi,2023-10-05 15:27:49,Makaburi,T250EBJ,Sanku : Dodoma,Genevieve,2.6,Msasani
16,16,Uwanja wa ndege,2023-11-20 09:51:52,Mwembesongo,T863DQM,Out of Route,Out of Route,0.2,Msasani
17,17,Mikocheni,2024-01-09 17:08:50,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,Morieno,Out of Route,8.9,Msasani
18,18,Manzese,2024-01-16 15:11:46,Mikocheni,T261DXJ,Out of Route,Out of Route,0.5,Msasani
19,19,Mwembesongo,2023-10-24 14:14:48,Mji mpya,T853DZQ,Kipipa Millers,Kipipa Millers,0.0,Msasani
20,20,Kingolwira,2023-10-03 09:59:54,Kingolwira,T852DZQ,Out of Route,Sanku : Morogoro,3.9,Msasani
21,21,Kilwa Road,2024-01-17 19:44:44,Mikocheni,T240EBJ,Out of Route,Out of Route,3.4,Msasani
22,22,Mwananyamala,2023-12-08 19:17:37,"Somanga Street, Magomeni, Kinondoni, Dar es Salaam, Tanzania",T452EBA,Out of Route,Out of Route,6.1,Msasani
23,23,Mikocheni,2024-01-09 12:07:32,Mikocheni,T196DQG,Out of Route,KB Nunge,0.1,Old Bagamoyo
24,24,Mikocheni,2023-12-30 18:00:05,Mikocheni,T196DQG,Mbuji,Mbuji,0.0,Old Bagamoyo
25,25,Morogoro Road,2023-12-20 19:54:16,"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",T248EBJ,Out of Route,Out of Route,13.4,Old Bagamoyo
26,26,Chole Road,2023-10-11 13:26:30,Mikocheni,DFP8546,Out of Route,Sanku : Mikocheni,4.7,Old Bagamoyo
27,27,Kichangani,2024-01-12 15:13:08,Kingolwira,T934DMX,Out of Route,Out of Route,0.0,Old Bagamoyo
28,28,Kingolwira,2023-10-26 08:53:54,Mwembesongo,T862DQM,Out of Route,Out of Route,7.6,Old Bagamoyo
29,29,Livingstone Street,2023-10-24 10:30:15,"Shaurimoyo, Mchikichini, Ilala, Dar es Salaam, Tanzania",DFP8546,Out of Route,Sanku : Mikocheni,4.0,Old Bagamoyo
30,30,Mikocheni,2024-01-25 19:00:25,Mikocheni,T250EBJ,Sanku : Dodoma,Sanku : Dodoma,0.0,Old Bagamoyo
31,31,Mwembesongo,2023-10-05 10:48:52,Mwembesongo,T453EAJ,Sanku : Dodoma,Out of Route,12.5,Mikocheni
32,32,Mikocheni,2023-11-27 17:16:32,Mikocheni,T261DXJ,SFAKS ENTERPRISES,Halelwa,3.9,Mikocheni
33,33,Mji mpya,2023-12-06 14:20:37,Mwembesongo,T863DQM,Out of Route,Out of Route,5.2,Mikocheni
34,34,Old Bagamoyo Road,2023-11-27 20:30:23,Old Bagamoyo Road,T261DXJ,Out of Route,Tamiwai Investment co.,3.6,Mikocheni
35,35,,,,T934DMX,Out of Route,Out of Route,0.0,Mikocheni
36,36,"Madaraka, Mji mkuu, Morogoro Urban, Morogoro, Tanzania",2023-11-28 15:06:17,"Sultan Area, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,6.4,Mikocheni
37,37,Mji mpya,2024-01-23 08:08:30,Mwembesongo,T141DKS,Out of Route,Out of Route,5.5,Mikocheni
38,38,Mikocheni,2023-11-21 13:49:31,Manzese,DFP8546,Out of Route,Out of Route,6.5,Mikocheni
39,39,Chole Road,2023-11-21 11:31:02,Mikocheni,DFP8546,Out of Route,Sanku : Mikocheni,10.4,Mikocheni
40,40,Manzese,2023-11-25 17:24:02,"Kinyerezi, Ilala, Dar es Salaam, Tanzania",T934DMX,Out of Route,Out of Route,17.6,Mikocheni
41,41,Kunduchi,2023-12-07 13:04:40,"Goba, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Out of Route,12.8,Mikocheni
42,42,"Madaraka, Mji mkuu, Morogoro Urban, Morogoro, Tanzania",2023-10-13 20:30:23,Kichangani,T853DZQ,Sanku : Mwanza,Sanku : Mwanza,0.0,Mikocheni
43,43,Muhonda Street,2024-01-16 14:44:10,Mikocheni,T240EBJ,Out of Route,Out of Route,0.0,Mikocheni
44,44,Mikocheni,2023-10-16 08:52:32,Chole Road,DFP8546,Out of Route,Out of Route,0.8,Mikocheni
45,45,"B129, Kihonda",2024-01-22 14:57:28,Mwembesongo,T852DZQ,Out of Route,Sanku : Morogoro,3.6,Mikocheni
46,46,Mji mpya,2023-12-08 09:05:11,Mwembesongo,T850DZQ,Out of Route,Out of Route,14.4,Mikocheni
47,47,"Yombo Vituka, Temeke, Dar es Salaam, Tanzania",2023-12-01 15:43:14,"Kitunda, Ilala, Dar es Salaam, Tanzania",T240EBJ,Kanaani,Sanku : Morogoro,2.4,Mikocheni
48,48,Mikocheni,2023-12-31 12:32:27,Mikocheni,T258DXJ,Out of Route,Out of Route,33.0,Mikocheni
49,49,Mikocheni,2024-01-25 16:25:37,Manzese,T240EBJ,Sanku : Morogoro,Out of Route,2.4,Mikocheni
50,50,Kingolwira,2023-11-20 13:49:43,"A7, Kingolwira",T863DQM,SN Milling,Out of Route,2.9,Mikocheni
51,51,"B129, A7, Mwembesongo",2024-01-26 12:18:40,Mwembesongo,T934DMX,Out of Route,Out of Route,1.4,Mikocheni
52,52,Mikocheni,2023-12-13 11:48:54,Mikocheni,T248EBJ,Out of Route,Out of Route,5.4,Mikocheni
53,53,Kingolwira,2024-01-19 18:13:09,Uwanja wa ndege,T934DMX,Out of Route,Out of Route,3.4,Mikocheni
54,54,"Mkunguni Street, Kariakoo, Ilala, Dar es Salaam, Tanzania",2023-12-11 11:48:32,Mikocheni,T240EBJ,Sanku : Morogoro,Sanku : Morogoro,0.0,Mikocheni
55,55,Mikocheni,2023-12-31 13:54:45,"Kariakoo Street, Jangwani, Ilala, Dar es Salaam, Tanzania",T196DQG,Mbuji,Mbuji,12.1,Mikocheni
56,56,Kingolwira,2023-12-21 20:06:05,Kingolwira,T863DQM,Out of Route,Out of Route,0.0,Mikocheni
57,57,Mji mpya,2023-11-08 15:05:25,Mwembesongo,T453EAJ,Out of Route,Out of Route,1.3,Mikocheni
58,58,Mwembesongo,2024-01-11 12:37:46,Mwembesongo,T852DZQ,Out of Route,Sanku : Morogoro,1.1,Mikocheni
59,59,Mwembesongo,2024-01-06 12:11:47,Mwembesongo,T934DMX,Out of Route,Out of Route,0.8,Mikocheni
60,60,Mikocheni,2023-12-23 10:43:25,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",T980DMT,Out of Route,Moses Malimi,11.9,Mikocheni
61,61,Mikocheni,2023-11-28 13:24:54,"Old Bagamoyo Road, Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,Out of Route,Out of Route,3.3,Mikocheni
62,62,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",2023-10-26 15:38:45,Mwembesongo,T453EAJ,Out of Route,Out of Route,0.2,Mikocheni
63,63,Mji mpya,2023-10-03 16:52:53,Mwembesongo,T453EAJ,Out of Route,Out of Route,0.0,Mikocheni
64,64,"Somanga Street, Magomeni, Kinondoni, Dar es Salaam, Tanzania",2024-01-19 20:39:53,"Lumumba Street, Mchafukoge, Ilala, Dar es Salaam, Tanzania",MC473DKX,Sanku : Mikocheni,Sanku : Mikocheni,0.0,Mikocheni
65,65,Makaburi,2023-11-19 13:07:09,Makaburi,DFP8546,Sanku : Mikocheni,Sanku : Mikocheni,0.0,Mikocheni
66,66,"B127, Diongoya, Mvomero, Morogoro, Tanzania",2023-12-20 14:55:43,"B127, Diongoya, Mvomero, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.0,Mikocheni
67,67,Mwembesongo,2023-12-21 10:40:58,Mwembesongo,MC473DKX,Sanku : Mikocheni,Out of Route,3.2,Mikocheni
68,68,"Yombo Vituka, Temeke, Dar es Salaam, Tanzania",2023-11-23 20:36:49,Mikocheni,T240EBJ,Sanku : Morogoro,Sanku : Morogoro,0.0,Mikocheni
69,69,Chole Road,2023-11-15 13:33:13,Msasani,T934DMX,Out of Route,Out of Route,1.3,Mikocheni
70,70,"Dahomey Road, Kinondoni, Dar es Salaam, Tanzania",2023-12-21 08:47:49,Mikocheni,T980DMT,Out of Route,Out of Route,0.0,Mikocheni
71,71,Makaburi,2023-11-25 15:09:38,"Shekitango Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",MC315DKY,Out of Route,Out of Route,5.8,Mikocheni
72,72,Kunduchi,2024-01-18 16:52:37,Kunduchi,T250EBJ,Out of Route,Mahanze,4.4,Mikocheni
73,73,Mikocheni,2023-10-27 18:17:34,Mikocheni,DFP8546,Out of Route,Out of Route,1.6,Mikocheni
74,74,Mikocheni,2023-11-14 11:28:45,Mikocheni,T257DXJ,Furaha,Out of Route,10.6,Mikocheni
75,75,"Mji mkuu, Morogoro Urban, Morogoro, Tanzania",2024-01-12 18:58:52,Kichangani,T934DMX,Out of Route,Out of Route,0.9,Mikocheni
76,76,Mwembesongo,2023-11-15 12:44:12,Kingolwira,T863DQM,Out of Route,Out of Route,3.3,Mikocheni
77,77,"Kawe, Kinondoni, Dar es Salaam, Tanzania",2023-11-20 06:54:40,Chole Road,T934DMX,Raphael Group,Out of Route,0.0,Mikocheni
78,78,Mikocheni,2023-10-19 10:45:11,"Sinza, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Out of Route,Out of Route,0.0,Mikocheni
79,79,Mwembesongo,2024-01-29 08:44:41,Mwembesongo,T934DMX,Out of Route,Out of Route,0.0,Mikocheni
80,80,"B129, Kihonda",2024-01-22 14:32:45,"B129, Kihonda",T852DZQ,Sanku : Morogoro,Out of Route,1.0,"Old Bagamoyo Road, Msasani, Kinondoni, Dar es Salaam, Tanzania"
81,81,Kingolwira,2024-01-09 09:37:37,"Sabasaba, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,12.7,"Old Bagamoyo Road, Msasani, Kinondoni, Dar es Salaam, Tanzania"
82,82,"Mazimbu, Morogoro Urban, Morogoro, Tanzania",2023-12-19 16:34:14,Mwembesongo,T863DQM,Out of Route,Out of Route,3.3,"Old Bagamoyo Road, Msasani, Kinondoni, Dar es Salaam, Tanzania"
83,83,"Charambe, Temeke, Dar es Salaam, Tanzania",2023-11-02 16:27:25,"Charambe, Temeke, Dar es Salaam, Tanzania",T257DXJ,Out of Route,Out of Route,0.6,"Old Bagamoyo Road, Msasani, Kinondoni, Dar es Salaam, Tanzania"
84,84,Mwembesongo,2024-01-12 12:30:54,Mwembesongo,T934DMX,Out of Route,Out of Route,2.3,"Old Bagamoyo Road, Msasani, Kinondoni, Dar es Salaam, Tanzania"
85,85,Mikocheni,2023-10-20 13:03:41,Mikocheni,T250EBJ,Out of Route,Out of Route,0.3,Old Bagamoyo
86,86,"Rashidi Kawawa Street, Mwananyamala, Kinondoni, Dar es Salaam, Tanz",2024-01-11 18:24:44,Mikocheni,MC473DKX,Sanku : Mikocheni,Isanga,5.1,Mikocheni
87,87,"Nelson Mandela Road, Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-12-08 22:14:05,Makaburi,T452EBA,Out of Route,Out of Route,7.0,Mikocheni
88,88,Mikocheni,2023-10-25 14:17:01,"Kawe, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Sanku : Morogoro,3.7,Mikocheni
89,89,Mwembesongo,2023-12-06 14:39:21,"Kingo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,5.3,Mikocheni
90,90,Makaburi,2023-11-01 16:28:04,Mikocheni,T250EBJ,Out of Route,Sanku : Dodoma,3.0,Mikocheni
91,91,Mwembesongo,2023-11-17 10:13:29,Mwembesongo,T863DQM,Out of Route,Out of Route,1.1,Mikocheni
92,92,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",2023-10-31 18:55:23,Mikocheni,T196DQG,Sanku : Morogoro,Out of Route,1.1,Mikocheni
93,93,Mikocheni,2023-11-24 19:28:16,"Kinyerezi, Ilala, Dar es Salaam, Tanzania",T934DMX,Out of Route,Out of Route,0.2,Mikocheni
94,94,"Kihonda, Morogoro Urban, Morogoro, Tanzania",2023-11-21 12:59:22,"Kihonda, Morogoro Urban, Morogoro, Tanzania",T457EBA,Lake Food,Astrica Mill,1.6,Mikocheni
95,95,Mwembesongo,2023-10-01 08:34:11,Mwembesongo,T452EBA,Sanku : Dodoma,Sanku : Dodoma,0.0,Mikocheni
96,96,"Kawe, Kinondoni, Dar es Salaam, Tanzania",2024-01-30 14:17:35,Mikocheni,T240EBJ,Out of Route,Out of Route,0.0,Mikocheni
97,97,Kingolwira,2023-10-25 09:02:49,Mwembesongo,T862DQM,Out of Route,Moshono Millers Ltd,3.8,Mikocheni
98,98,"Kijito Nyama, Kinondoni, Dar es Salaam, Tanzania",2024-01-25 12:05:00,Mikocheni,T240EBJ,Out of Route,Out of Route,4.3,Mikocheni
99,99,Mikocheni,2023-10-31 14:22:32,Mikocheni,T196DQG,Out of Route,Out of Route,0.0,Mikocheni
100,100,Mji mpya,2023-11-16 15:28:07,Kingolwira,T863DQM,Out of Route,Out of Route,0.1,Mikocheni
101,101,Mwembesongo,2023-10-04 15:10:37,Mwembesongo,T453EAJ,Out of Route,Out of Route,19.7,Mikocheni
102,102,Mikocheni,2023-12-15 10:41:00,Mikocheni,T248EBJ,Out of Route,Out of Route,0.0,Mikocheni
103,103,"Kidodi, Kilosa, Morogoro, Tanzania",2024-01-28 15:38:11,"A7, Mikumi, Kilosa, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,3.8,Mikocheni
104,104,Manzese,2023-10-19 13:12:10,"Azimio, Temeke, Dar es Salaam, Tanzania",T191DWL,Out of Route,Out of Route,3.5,Mikocheni
105,105,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",2023-11-30 12:31:46,"Kingo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.4,Mikocheni
106,106,Kingolwira,2024-01-02 08:04:42,Kingolwira,T850DZQ,Out of Route,Out of Route,22.8,Mikocheni
107,107,Msasani,2023-10-09 13:46:50,Msasani,T934DMX,Out of Route,Out of Route,1.8,Mikocheni
108,108,Chole Road,2024-01-12 14:06:12,"Sinza, Kinondoni, Dar es Salaam, Tanzania",T980DMT,Out of Route,Out of Route,0.0,Mikocheni
109,109,Mwembesongo,2024-01-23 18:19:35,Mji mpya,T852DZQ,Out of Route,Out of Route,5.5,Mikocheni
110,110,Mwembesongo,2024-01-23 12:34:14,Mwembesongo,T852DZQ,Out of Route,Out of Route,0.0,Mikocheni
111,111,"Goba, Kinondoni, Dar es Salaam, Tanzania",2024-01-11 17:46:08,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,EXUNOVA MILLING,Out of Route,4.0,Mikocheni
112,112,Kingolwira,2023-12-07 07:23:03,Kingolwira,T850DZQ,Out of Route,Out of Route,46.0,Mikocheni
113,113,Mikocheni,2024-01-15 12:52:21,Msasani,T980DMT,Out of Route,Out of Route,1.5,Mikocheni
114,114,Msasani,2023-10-18 13:35:55,Chole Road,T934DMX,Out of Route,Out of Route,0.5,Mikocheni
115,115,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",2023-10-20 18:41:05,Mikocheni,T250EBJ,Out of Route,Out of Route,0.0,Mikocheni
116,116,Mji mpya,2023-11-20 11:20:31,"Sultan Area, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,1.4,Mikocheni
117,117,Mikocheni,2023-10-17 14:21:23,Mikocheni,DFP8546,Out of Route,Out of Route,0.0,Mikocheni
118,118,Mikocheni,2023-11-29 15:08:20,Mikocheni,T261DXJ,Out of Route,PSR Mill - A,0.3,Mikocheni
119,119,"A7, Kingolwira",2023-11-30 15:38:11,"A7, Kingolwira",T863DQM,Out of Route,Out of Route,0.0,Mikocheni
120,120,Mwembesongo,2024-01-12 12:10:20,Mwembesongo,T934DMX,Out of Route,Out of Route,0.0,Mikocheni
121,121,Mwembesongo,2023-12-19 17:34:10,Mji mpya,T850DZQ,Sanku : Mikocheni,Safari,5.6,Mikocheni
122,122,Mwembesongo,2023-11-10 13:00:07,"Kihonda, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Sanku : Dodoma,Out of Route,0.6,Mikocheni
123,123,Mwembesongo,2023-11-29 12:35:08,"Kihonda, Morogoro Urban, Morogoro, Tanzania",T457EBA,Sanku : Mwanza,Out of Route,30.4,Mikocheni
124,124,Mikocheni,2023-10-13 14:04:47,Mikocheni,T250EBJ,Out of Route,Sanku : Dodoma,3.9,Mikocheni
125,125,"Kingo, Morogoro Urban, Morogoro, Tanzania",2023-10-26 16:17:42,"Kingo, Morogoro Urban, Morogoro, Tanzania",T862DQM,Out of Route,Out of Route,0.0,Mikocheni
126,126,Mikocheni,2023-10-17 19:52:35,Mikocheni,T240EBJ,Out of Route,Out of Route,15.2,Mikocheni
127,127,Mikocheni,2023-11-01 18:42:16,Mikocheni,T250EBJ,Out of Route,Out of Route,1.2,Mikocheni
128,128,Mji mpya,2023-11-23 12:23:17,Mji mpya,T457EBA,Kalokola Grain Mill,Out of Route,0.2,Mikocheni
129,129,"A7, Mazimbu, Morogoro Urban, Morogoro, Tanzania",2023-10-05 19:44:06,Kichangani,T934DMX,Out of Route,Out of Route,3.6,Mikocheni
130,130,Mwembesongo,2023-12-13 08:51:52,Mwembesongo,T850DZQ,Out of Route,Out of Route,0.0,Mikocheni
131,131,"Bunju, Kinondoni, Dar es Salaam, Tanzania",2023-10-04 16:56:25,Mikocheni,T240EBJ,Out of Route,Out of Route,13.8,Mikocheni
132,132,"Sandali, Temeke, Dar es Salaam, Tanzania",2023-11-22 18:05:02,"Tambani, Mkuranga, Pwani, Tanzania",T240EBJ,Out of Route,Sanku : Morogoro,1.8,Mikocheni
133,133,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",2024-01-13 13:53:28,"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,Out of Route,Out of Route,0.0,Mikocheni
134,134,Mwembesongo,2024-01-17 17:44:49,Mji mpya,T852DZQ,Out of Route,Out of Route,1.5,Mikocheni
135,135,Makangarawe,2023-11-28 15:10:43,"Yombo Vituka, Temeke, Dar es Salaam, Tanzania",T934DMX,Out of Route,Out of Route,0.6,Mikocheni
136,136,Mikocheni,2023-12-05 11:22:03,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",T258DXJ,Out of Route,Sanku : Mikocheni,0.0,Mikocheni
137,137,"Sultan Area, Morogoro Urban, Morogoro, Tanzania",2024-01-11 11:23:54,"Sultan Area, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,0.4,Mikocheni
138,138,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",2024-01-04 18:37:38,Mikocheni,T258DXJ,N.A Mill-B,Sanku : Mikocheni,27.7,Bagamoyo Road
139,139,Mwembesongo,2024-01-18 12:42:44,Mwembesongo,T852DZQ,Amani Milling  B,Sanku : Morogoro,1.7,"Bagamoyo Road, Mikocheni, Kinondoni, Dar es Salaam, Tanzania"
140,140,Mwembesongo,2023-10-04 13:29:39,Kichangani,T934DMX,Out of Route,Out of Route,2.3,"Makaburi Street, Mikocheni, Kinondoni, Dar es Salaam, Tanzania"
141,141,Makaburi,2023-12-19 17:01:00,Mikocheni,T196DQG,Sanku : Morogoro,Sanku : Morogoro,0.0,"Bagamoyo Road, Mikocheni, Kinondoni, Dar es Salaam, Tanzania"
142,142,"Charambe, Temeke, Dar es Salaam, Tanzania",2023-10-09 13:36:34,"Charambe, Temeke, Dar es Salaam, Tanzania",T141DKS,Out of Route,Out of Route,17.0,"Bagamoyo Road, Mikocheni, Kinondoni, Dar es Salaam, Tanzania"
143,143,Mwembesongo,2023-11-01 16:11:45,"Dar Es Salaam, Boma, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Sanku : Dodoma,Out of Route,4.4,"Bagamoyo Road, Mikocheni, Kinondoni, Dar es Salaam, Tanzania"
144,144,"B127, Hembeti, Mvomero, Morogoro, Tanzania",2023-10-19 14:03:05,"B127, Hembeti, Mvomero, Morogoro, Tanzania",T853DZQ,Sanku : Mwanza,Sanku : Mwanza,0.0,Mikocheni
145,145,"Kigamboni, Temeke, Dar es Salaam, Tanzania",2023-12-05 15:55:38,Mikocheni,T240EBJ,Out of Route,Sanku : Morogoro,1.8,"Bagamoyo Road, Mikocheni, Kinondoni, Dar es Salaam, Tanzania"
